дата,рік,місяць,країна,місто,система_DRS,рівень_збору_%,рік_запуску_системи,бренд,матеріал,кількість_пляшок,депозит_EUR,метод_виплати
2024-06-21,2024,6,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,36,8.13,Готівка
2024-06-21,2024,6,Данія,Копенгаген,Dansk Retursystem,89,2002,Faxe,ALU,32,7.76,Благодійність
2024-06-22,2024,6,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,ALU,32,7.76,Ваучер
2024-06-22,2024,6,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,10,1.35,Готівка
2024-06-22,2024,6,Швеція,Гетеборг,Returpack,88,1984,Loka,PET,20,2.66,Готівка
2024-06-23,2024,6,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,PET,36,4.32,Додаток
2024-06-23,2024,6,Німеччина,Штутгарт,DPG/Pfand,98,2003,Beck's,ALU,24,2.54,Ваучер
2024-06-23,2024,6,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,19,2.1,Додаток
2024-06-23,2024,6,Фінляндія,Оулу,Palpa,94,1996,Olvi,PET,20,4.32,Ваучер
2024-06-23,2024,6,Данія,Орхус,Dansk Retursystem,89,2002,Faxe,PET,16,3.63,Благодійність
2024-06-23,2024,6,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,PET,32,4.66,Ваучер
2024-06-23,2024,6,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Heineken,ALU,5,1.04,Благодійність
2024-06-24,2024,6,Норвегія,Ставангер,Infinitum,97,1999,Farris,PET,15,2.28,Додаток
2024-06-24,2024,6,Норвегія,Тронгейм,Infinitum,97,1999,Hansa,ALU,37,8.78,Готівка
2024-06-24,2024,6,Фінляндія,Турку,Palpa,94,1996,Pirkka,PET,11,2.75,Готівка
2024-06-24,2024,6,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,5,0.58,Додаток
2024-06-24,2024,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,ALU,32,7.54,Додаток
2024-06-24,2024,6,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,27,5.97,Благодійність
2024-06-25,2024,6,Норвегія,Тронгейм,Infinitum,97,1999,Coca-Cola Norway,PET,29,5.09,Ваучер
2024-06-25,2024,6,Німеччина,Франкфурт,DPG/Pfand,98,2003,Pepsi,ALU,10,2.28,Ваучер
2024-06-25,2024,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,PET,20,2.87,Благодійність
2024-06-25,2024,6,Естонія,Нарва,Eesti Pandipakend,93,2005,Värska,PET,1,0.15,Додаток
2024-06-25,2024,6,Хорватія,Рієка,HAOP,90,2006,Karlovačko,ALU,19,3.69,Благодійність
2024-06-25,2024,6,Хорватія,Рієка,HAOP,90,2006,Jana,PET,1,0.16,Ваучер
2024-06-25,2024,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,1,0.19,Готівка
2024-06-26,2024,6,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,PET,20,4.42,Ваучер
2024-06-26,2024,6,Німеччина,Гамбург,DPG/Pfand,98,2003,Fanta,PET,19,2.12,Готівка
2024-06-26,2024,6,Хорватія,Осієк,HAOP,90,2006,Jana,PET,36,8.93,Ваучер
2024-06-26,2024,6,Фінляндія,Оулу,Palpa,94,1996,Olvi,ALU,9,2.07,Благодійність
2024-06-26,2024,6,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,7,1.74,Готівка
2024-06-26,2024,6,Данія,Оденсе,Dansk Retursystem,89,2002,Tuborg,ALU,32,6.14,Готівка
2024-06-26,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,33,7.24,Готівка
2024-06-27,2024,6,Німеччина,Штутгарт,DPG/Pfand,98,2003,Sprite,PET,1,0.15,Ваучер
2024-06-27,2024,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,PET,18,3.44,Благодійність
2024-06-27,2024,6,Хорватія,Загреб,HAOP,90,2006,Coca-Cola Croatia,PET,1,0.23,Благодійність
2024-06-27,2024,6,Швеція,Гетеборг,Returpack,88,1984,Pepsi Sweden,PET,33,6.29,Готівка
2024-06-27,2024,6,Швеція,Уппсала,Returpack,88,1984,Pepsi Sweden,PET,19,3.89,Додаток
2024-06-27,2024,6,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,PET,15,1.96,Благодійність
2024-06-27,2024,6,Данія,Оденсе,Dansk Retursystem,89,2002,Carlsberg,PET,31,4.2,Додаток
2024-06-27,2024,6,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,3,0.55,Додаток
2024-06-28,2024,6,Німеччина,Франкфурт,DPG/Pfand,98,2003,Gerolsteiner,PET,13,1.54,Готівка
2024-06-28,2024,6,Литва,Клайпеда,USAD,92,2016,Akvilė,ALU,1,0.14,Додаток
2024-06-28,2024,6,Хорватія,Спліт,HAOP,90,2006,Jamnica,ALU,13,3.06,Додаток
2024-06-28,2024,6,Данія,Оденсе,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,24,3.61,Благодійність
2024-06-28,2024,6,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,ALU,16,3.35,Ваучер
2024-06-28,2024,6,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,PET,13,2.86,Додаток
2024-06-28,2024,6,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Heineken,ALU,7,1.3,Додаток
2024-06-29,2024,6,Німеччина,Берлін,DPG/Pfand,98,2003,Beck's,PET,37,7.72,Додаток
2024-06-29,2024,6,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,PET,36,8.15,Благодійність
2024-06-29,2024,6,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,23,2.45,Ваучер
2024-06-30,2024,6,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,2,0.24,Готівка
2024-06-30,2024,6,Швеція,Гетеборг,Returpack,88,1984,Nygårda,PET,19,3.27,Благодійність
2024-07-01,2024,7,Німеччина,Штутгарт,DPG/Pfand,98,2003,Coca-Cola,PET,23,4.32,Додаток
2024-07-01,2024,7,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,36,6.73,Готівка
2024-07-02,2024,7,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,1,0.11,Готівка
2024-07-02,2024,7,Хорватія,Загреб,HAOP,90,2006,Karlovačko,PET,7,0.72,Готівка
2024-07-02,2024,7,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,35,7.22,Готівка
2024-07-03,2024,7,Норвегія,Тромсе,Infinitum,97,1999,Solo,PET,21,3.56,Готівка
2024-07-03,2024,7,Німеччина,Франкфурт,DPG/Pfand,98,2003,Volvic,PET,37,8.1,Благодійність
2024-07-03,2024,7,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,23,2.37,Додаток
2024-07-03,2024,7,Хорватія,Спліт,HAOP,90,2006,Ozujsko,ALU,22,2.82,Ваучер
2024-07-03,2024,7,Фінляндія,Оулу,Palpa,94,1996,Pirkka,PET,29,7.05,Благодійність
2024-07-03,2024,7,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,PET,15,2.65,Додаток
2024-07-03,2024,7,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,42,7.51,Благодійність
2024-07-04,2024,7,Литва,Вільнюс,USAD,92,2016,Akvilė,PET,9,1.22,Додаток
2024-07-04,2024,7,Хорватія,Спліт,HAOP,90,2006,Ozujsko,PET,33,5.1,Благодійність
2024-07-04,2024,7,Фінляндія,Турку,Palpa,94,1996,Fazer,PET,39,7.87,Ваучер
2024-07-04,2024,7,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,35,5.5,Ваучер
2024-07-05,2024,7,Німеччина,Берлін,DPG/Pfand,98,2003,Beck's,PET,7,1.12,Додаток
2024-07-05,2024,7,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,12,1.79,Благодійність
2024-07-05,2024,7,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,9,1.0,Ваучер
2024-07-05,2024,7,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,ALU,1,0.17,Ваучер
2024-07-05,2024,7,Швеція,Мальме,Returpack,88,1984,Ramlösa,ALU,26,3.32,Ваучер
2024-07-05,2024,7,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,ALU,12,1.49,Готівка
2024-07-06,2024,7,Німеччина,Берлін,DPG/Pfand,98,2003,Coca-Cola,PET,12,2.28,Ваучер
2024-07-07,2024,7,Естонія,Пярну,Eesti Pandipakend,93,2005,Põltsamaa Felix,ALU,30,5.44,Благодійність
2024-07-07,2024,7,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,ALU,29,3.17,Додаток
2024-07-07,2024,7,Литва,Клайпеда,USAD,92,2016,Rasa,PET,14,1.9,Додаток
2024-07-07,2024,7,Литва,Клайпеда,USAD,92,2016,Akvilė,ALU,14,1.48,Додаток
2024-07-07,2024,7,Хорватія,Осієк,HAOP,90,2006,Ozujsko,ALU,19,3.74,Додаток
2024-07-07,2024,7,Фінляндія,Тампере,Palpa,94,1996,Olvi,PET,22,3.39,Ваучер
2024-07-07,2024,7,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,PET,29,4.22,Готівка
2024-07-07,2024,7,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,12,1.64,Додаток
2024-07-08,2024,7,Хорватія,Осієк,HAOP,90,2006,Ozujsko,PET,40,4.55,Ваучер
2024-07-08,2024,7,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,33,5.57,Ваучер
2024-07-08,2024,7,Фінляндія,Турку,Palpa,94,1996,Olvi,ALU,12,1.66,Ваучер
2024-07-08,2024,7,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,11,1.71,Ваучер
2024-07-08,2024,7,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,16,3.35,Благодійність
2024-07-08,2024,7,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,7,1.49,Ваучер
2024-07-08,2024,7,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,29,2.91,Готівка
2024-07-09,2024,7,Норвегія,Берген,Infinitum,97,1999,Ringnes,PET,25,4.82,Ваучер
2024-07-09,2024,7,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,PET,21,4.57,Додаток
2024-07-09,2024,7,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,PET,28,4.12,Благодійність
2024-07-09,2024,7,Данія,Копенгаген,Dansk Retursystem,89,2002,Royal Unibrew,ALU,33,5.21,Ваучер
2024-07-09,2024,7,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,29,6.17,Готівка
2024-07-09,2024,7,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,33,3.96,Благодійність
2024-07-10,2024,7,Норвегія,Тромсе,Infinitum,97,1999,Hansa,PET,11,2.51,Готівка
2024-07-10,2024,7,Норвегія,Ставангер,Infinitum,97,1999,Solo,ALU,14,1.75,Додаток
2024-07-10,2024,7,Німеччина,Берлін,DPG/Pfand,98,2003,Paulaner,ALU,9,2.0,Благодійність
2024-07-10,2024,7,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,ALU,25,5.68,Ваучер
2024-07-10,2024,7,Фінляндія,Оулу,Palpa,94,1996,Olvi,PET,25,2.82,Ваучер
2024-07-10,2024,7,Фінляндія,Гельсінкі,Palpa,94,1996,Hartwall,PET,32,4.44,Додаток
2024-07-10,2024,7,Швеція,Уппсала,Returpack,88,1984,Nygårda,PET,15,2.57,Благодійність
2024-07-10,2024,7,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Spa,PET,25,3.67,Додаток
2024-07-10,2024,7,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Sourcy,PET,32,7.94,Готівка
2024-07-11,2024,7,Норвегія,Ставангер,Infinitum,97,1999,Hansa,ALU,42,8.08,Ваучер
2024-07-11,2024,7,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,ALU,14,2.22,Додаток
2024-07-11,2024,7,Хорватія,Загреб,HAOP,90,2006,Karlovačko,PET,9,1.46,Готівка
2024-07-11,2024,7,Швеція,Мальме,Returpack,88,1984,Coca-Cola Sweden,ALU,37,5.67,Ваучер
2024-07-12,2024,7,Німеччина,Франкфурт,DPG/Pfand,98,2003,Beck's,PET,16,2.4,Додаток
2024-07-12,2024,7,Хорватія,Загреб,HAOP,90,2006,Ozujsko,ALU,19,2.33,Благодійність
2024-07-12,2024,7,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,ALU,42,7.5,Ваучер
2024-07-12,2024,7,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,ALU,36,8.22,Готівка
2024-07-12,2024,7,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,ALU,12,2.92,Ваучер
2024-07-12,2024,7,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,16,2.25,Додаток
2024-07-13,2024,7,Норвегія,Тронгейм,Infinitum,97,1999,Coca-Cola Norway,PET,42,4.85,Готівка
2024-07-13,2024,7,Німеччина,Мюнхен,DPG/Pfand,98,2003,Fanta,PET,4,0.98,Благодійність
2024-07-13,2024,7,Швеція,Стокгольм,Returpack,88,1984,Coca-Cola Sweden,ALU,39,4.29,Додаток
2024-07-13,2024,7,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Aldaris,PET,8,1.51,Додаток
2024-07-14,2024,7,Хорватія,Загреб,HAOP,90,2006,Karlovačko,ALU,1,0.24,Благодійність
2024-07-14,2024,7,Фінляндія,Гельсінкі,Palpa,94,1996,Hartwall,PET,40,6.64,Готівка
2024-07-14,2024,7,Швеція,Мальме,Returpack,88,1984,Coca-Cola Sweden,PET,33,5.32,Благодійність
2024-07-14,2024,7,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,25,3.13,Готівка
2024-07-14,2024,7,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,2,0.31,Додаток
2024-07-15,2024,7,Німеччина,Франкфурт,DPG/Pfand,98,2003,Coca-Cola,ALU,2,0.4,Благодійність
2024-07-15,2024,7,Литва,Клайпеда,USAD,92,2016,Švyturys,ALU,30,4.68,Готівка
2024-07-15,2024,7,Данія,Оденсе,Dansk Retursystem,89,2002,Carlsberg,ALU,19,4.07,Додаток
2024-07-15,2024,7,Данія,Орхус,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,35,4.59,Готівка
2024-07-16,2024,7,Норвегія,Тронгейм,Infinitum,97,1999,Imsdal,PET,15,3.4,Благодійність
2024-07-16,2024,7,Німеччина,Гамбург,DPG/Pfand,98,2003,Pepsi,PET,21,3.32,Ваучер
2024-07-16,2024,7,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,11,1.28,Додаток
2024-07-16,2024,7,Хорватія,Спліт,HAOP,90,2006,Jamnica,ALU,28,5.73,Додаток
2024-07-16,2024,7,Швеція,Уппсала,Returpack,88,1984,Loka,PET,12,2.47,Готівка
2024-07-16,2024,7,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Aldaris,ALU,8,0.82,Благодійність
2024-07-17,2024,7,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,PET,15,1.61,Готівка
2024-07-17,2024,7,Естонія,Нарва,Eesti Pandipakend,93,2005,Saku,PET,15,2.7,Благодійність
2024-07-17,2024,7,Литва,Шяуляй,USAD,92,2016,Utenos,ALU,4,0.91,Додаток
2024-07-17,2024,7,Хорватія,Рієка,HAOP,90,2006,Coca-Cola Croatia,PET,35,4.08,Благодійність
2024-07-17,2024,7,Фінляндія,Оулу,Palpa,94,1996,Hartwall,ALU,11,2.45,Готівка
2024-07-17,2024,7,Фінляндія,Турку,Palpa,94,1996,Olvi,PET,5,0.88,Готівка
2024-07-17,2024,7,Данія,Копенгаген,Dansk Retursystem,89,2002,Faxe,PET,36,4.94,Готівка
2024-07-17,2024,7,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,9,1.18,Благодійність
2024-07-17,2024,7,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,PET,11,1.61,Благодійність
2024-07-18,2024,7,Норвегія,Ставангер,Infinitum,97,1999,Farris,PET,22,3.23,Готівка
2024-07-18,2024,7,Німеччина,Штутгарт,DPG/Pfand,98,2003,Paulaner,ALU,25,3.58,Благодійність
2024-07-18,2024,7,Хорватія,Рієка,HAOP,90,2006,Jana,PET,14,1.84,Благодійність
2024-07-18,2024,7,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,4,0.63,Готівка
2024-07-18,2024,7,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,18,3.54,Готівка
2024-07-19,2024,7,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,PET,29,4.24,Благодійність
2024-07-19,2024,7,Німеччина,Мюнхен,DPG/Pfand,98,2003,Sprite,PET,30,5.61,Готівка
2024-07-19,2024,7,Естонія,Тарту,Eesti Pandipakend,93,2005,Saku,PET,2,0.41,Ваучер
2024-07-19,2024,7,Литва,Каунас,USAD,92,2016,Utenos,PET,2,0.33,Ваучер
2024-07-19,2024,7,Литва,Каунас,USAD,92,2016,Akvilė,PET,32,4.63,Додаток
2024-07-19,2024,7,Фінляндія,Тампере,Palpa,94,1996,Coca-Cola Finland,PET,16,1.71,Додаток
2024-07-19,2024,7,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,2,0.24,Ваучер
2024-07-19,2024,7,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Cido,ALU,32,4.25,Додаток
2024-07-19,2024,7,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Heineken,ALU,12,2.13,Додаток
2024-07-20,2024,7,Німеччина,Мюнхен,DPG/Pfand,98,2003,Gerolsteiner,PET,9,1.85,Благодійність
2024-07-20,2024,7,Фінляндія,Турку,Palpa,94,1996,Olvi,PET,30,5.3,Додаток
2024-07-20,2024,7,Швеція,Уппсала,Returpack,88,1984,Loka,PET,39,8.73,Ваучер
2024-07-20,2024,7,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,1,0.14,Готівка
2024-07-20,2024,7,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Grolsch,PET,30,4.82,Готівка
2024-07-21,2024,7,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,PET,42,7.62,Благодійність
2024-07-21,2024,7,Німеччина,Франкфурт,DPG/Pfand,98,2003,Pepsi,PET,9,1.01,Ваучер
2024-07-21,2024,7,Естонія,Тарту,Eesti Pandipakend,93,2005,Saku,ALU,16,3.83,Додаток
2024-07-21,2024,7,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,ALU,5,0.51,Додаток
2024-07-21,2024,7,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Coca-Cola NL,ALU,23,4.67,Ваучер
2024-07-22,2024,7,Норвегія,Берген,Infinitum,97,1999,Ringnes,PET,40,6.45,Готівка
2024-07-22,2024,7,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,ALU,5,0.67,Готівка
2024-07-22,2024,7,Литва,Шяуляй,USAD,92,2016,Akvilė,ALU,19,1.96,Додаток
2024-07-22,2024,7,Литва,Вільнюс,USAD,92,2016,Kauno Grūdai,PET,33,7.65,Ваучер
2024-07-22,2024,7,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,ALU,2,0.27,Благодійність
2024-07-22,2024,7,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,ALU,35,6.16,Благодійність
2024-07-22,2024,7,Швеція,Стокгольм,Returpack,88,1984,Loka,PET,21,4.37,Ваучер
2024-07-22,2024,7,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Spa,ALU,35,8.21,Додаток
2024-07-23,2024,7,Фінляндія,Тампере,Palpa,94,1996,Pirkka,PET,5,0.81,Додаток
2024-07-23,2024,7,Швеція,Уппсала,Returpack,88,1984,Pepsi Sweden,PET,28,2.97,Готівка
2024-07-23,2024,7,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,ALU,26,5.53,Додаток
